is:open created:{{param|relative_date}},>1|today,3..1|last 3 days,7..4|last week,14..8|last 2 weeks,30..15|last month,90..31|last 3 months,180..91|last 6 months,<180|more than 6 months
2022-10-31,18,34,34,44,55,442,0,0
2022-10-30,24,38,34,44,53,443,0,0
2022-10-29,25,38,38,39,57,440,0,0
2022-10-28,34,31,36,38,56,437,0,0
2022-10-27,33,35,35,42,54,433,0,0
2022-10-26,28,34,31,45,57,431,0,0
2022-10-25,26,35,27,42,57,427,0,0
2022-10-24,23,36,23,41,64,431,0,0
2022-10-23,26,36,28,39,67,433,0,0
2022-10-22,32,31,25,32,66,432,0,0
2022-10-21,23,25,26,29,66,432,0,0
2022-10-20,24,25,26,26,63,428,0,0
2022-10-19,28,26,33,32,58,430,0,0
2022-10-18,24,21,28,31,65,425,0,0
2022-10-17,21,24,27,30,67,420,0,0
2022-10-16,16,26,18,36,73,418,0,0
2022-10-15,23,32,17,33,76,419,0,0
2022-10-14,26,25,17,34,71,417,0,0
2022-10-13,27,19,16,33,66,417,0,0
2022-10-12,15,24,31,35,62,417,0,0
2022-10-11,22,16,34,42,72,413,0,0
2022-10-10,18,15,31,40,68,412,0,0
2022-10-09,9,24,28,50,65,413,0,0
2022-10-08,21,25,20,52,67,413,0,0
2022-10-07,18,28,21,48,76,407,0,0
2022-10-06,21,22,18,38,71,409,0,0
2022-10-05,19,23,32,37,67,412,0,0
2022-10-04,15,22,38,37,68,411,0,0
2022-10-03,24,14,35,31,66,413,0,0
2022-10-02,12,26,30,36,63,417,0,0
2022-10-01,16,40,29,37,65,415,0,0
2022-09-30,25,37,28,41,62,416,0,0
2022-09-29,34,30,19,39,62,415,0,0
2022-09-28,31,30,19,37,67,413,0,0
2022-09-27,25,26,17,36,67,412,0,0
2022-09-26,24,27,21,31,63,408,0,0
2022-09-25,18,20,27,35,63,410,0,0
2022-09-24,29,20,24,35,65,407,0,0
2022-09-23,20,36,25,34,62,407,0,0
2022-09-22,32,32,22,35,59,413,0,0
2022-09-21,30,25,24,39,59,416,0,0
2022-09-20,20,30,24,37,63,414,0,0
2022-09-19,22,21,21,34,64,411,0,0
2022-09-18,17,27,19,32,63,407,0,0
2022-09-17,23,35,23,34,61,408,0,0
2022-09-16,24,33,21,32,61,404,0,0
2022-09-15,32,22,24,33,62,405,0,0
2022-09-14,16,23,24,33,66,400,0,0
2022-09-13,20,19,22,33,66,401,0,0
2022-09-12,20,16,17,35,70,399,0,0
2022-09-11,7,23,16,32,71,399,0,0
2022-09-10,20,22,21,29,73,400,0,0
2022-09-09,26,20,27,29,67,398,0,0
2022-09-08,16,24,29,38,68,396,0,0
2022-09-07,30,22,25,38,74,395,0,0
2022-09-06,22,29,18,32,77,394,0,0
2022-09-05,20,31,20,32,76,392,0,0
2022-09-04,23,28,17,31,78,389,0,0
2022-09-03,28,17,20,31,74,388,0,0
2022-09-02,22,22,18,35,80,387,0,0
2022-09-01,14,20,25,33,80,385,0,0
2022-08-31,19,20,34,45,82,382,0,0
2022-08-30,22,17,29,46,76,388,0,0
2022-08-29,10,25,26,49,76,389,0,0
2022-08-28,16,30,25,48,77,388,0,0
2022-08-27,25,34,33,52,70,390,0,0
2022-08-26,22,31,37,52,76,390,0,0
2022-08-25,25,21,41,55,84,387,0,0
2022-08-24,23,22,34,54,83,387,0,0
2022-08-23,16,34,26,51,85,385,0,0
2022-08-22,21,36,34,46,88,390,0,0
2022-08-21,23,35,37,42,87,388,0,0
2022-08-20,27,36,42,41,89,387,0,0
2022-08-19,20,31,34,40,91,386,0,0
2022-08-18,24,38,29,39,91,383,0,0
2022-08-17,21,37,26,36,89,382,0,0
2022-08-16,27,28,29,41,89,377,0,0
2022-08-15,17,33,28,43,93,374,0,0
2022-08-14,29,31,28,37,83,372,0,0
2022-08-13,21,25,24,48,74,375,0,0
2022-08-12,15,34,25,56,76,373,0,0
2022-08-11,21,28,24,52,74,375,0,0
2022-08-10,32,26,24,56,69,376,0,0
2022-08-09,18,31,30,55,70,373,0,0
2022-08-08,17,23,35,56,69,374,0,0
2022-08-07,19,18,29,45,70,372,0,0
2022-08-06,12,27,35,36,67,370,0,0
2022-08-05,12,29,34,40,61,372,0,0
2022-08-04,28,32,38,39,62,370,0,0
2022-08-03,23,23,35,36,57,367,0,0
2022-08-02,26,27,36,41,65,363,0,0
2022-08-01,17,37,34,45,65,364,0,0
2022-07-31,22,26,24,50,61,364,0,0
2022-07-30,29,28,14,49,66,365,0,0
2022-07-29,17,39,22,48,64,363,0,0
2022-07-28,23,33,25,39,63,360,0,0
2022-07-27,31,27,35,32,65,361,0,0
2022-07-26,27,21,36,37,69,360,0,0
2022-07-25,19,23,31,35,71,361,0,0
2022-07-24,10,30,28,33,72,372,0,0
2022-07-23,27,26,24,34,71,379,0,0
2022-07-22,13,35,24,31,74,377,0,0
2022-07-21,24,27,24,33,76,375,0,0
2022-07-20,24,23,19,28,72,376,0,0
2022-07-19,23,29,22,35,69,381,0,0
2022-07-18,17,25,21,36,65,377,0,0
2022-07-17,23,17,19,45,68,371,0,0
2022-07-16,17,19,18,40,69,369,0,0
2022-07-15,17,19,27,42,64,370,0,0
2022-07-14,11,16,27,49,67,370,0,0
2022-07-13,15,21,29,44,72,370,0,0
2022-07-12,18,22,28,43,67,368,0,0
2022-07-11,16,28,23,40,65,370,0,0
2022-07-10,17,29,32,42,67,367,0,0
2022-07-09,22,22,26,39,65,364,0,0
2022-07-08,19,21,33,45,66,364,0,0
2022-07-07,10,24,32,43,64,366,0,0
2022-07-06,25,27,31,44,61,365,0,0
2022-07-05,21,35,30,44,63,365,0,0
2022-07-04,23,37,31,41,64,365,0,0
2022-07-03,19,32,32,35,64,365,0,0
2022-07-02,26,28,32,30,55,368,0,0
2022-07-01,31,32,33,38,52,371,0,0
2022-06-30,25,29,28,34,56,366,0,0
2022-06-29,26,30,29,28,56,365,0,0
2022-06-28,27,34,35,32,56,361,0,0
2022-06-27,23,28,31,36,57,361,0,0
2022-06-26,25,23,23,37,59,362,0,0
2022-06-25,16,30,18,26,60,360,0,0
2022-06-24,17,42,28,30,60,359,0,0
2022-06-23,27,28,28,29,61,357,0,0
2022-06-22,22,18,30,30,65,357,0,0
2022-06-21,22,13,21,31,64,358,0,0
2022-06-20,8,29,22,36,62,367,0,0
2022-06-19,16,28,20,39,62,368,0,0
2022-06-18,24,20,16,40,61,373,0,0
2022-06-17,14,26,17,43,65,370,0,0
2022-06-16,22,24,21,41,65,370,0,0
2022-06-15,25,17,24,34,63,371,0,0
2022-06-14,14,13,29,30,61,377,0,0
2022-06-13,11,19,32,31,54,374,0,0
2022-06-12,13,23,29,37,51,375,0,0
2022-06-11,24,27,23,33,53,377,0,0
2022-06-10,18,27,22,28,52,377,0,0
2022-06-09,25,28,23,33,50,376,0,0
2022-06-08,28,21,21,34,54,374,0,0
2022-06-07,17,16,17,35,54,372,0,0
2022-06-06,18,24,17,35,55,370,0,0
2022-06-05,12,26,27,36,58,368,0,0
2022-06-04,27,12,23,33,59,367,0,0
2022-06-03,17,16,25,33,60,369,0,0
2022-06-02,10,23,21,34,56,371,0,0
2022-06-01,23,21,24,39,56,372,0,0
